Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Nr. clienți
Staer 7,primaverii,cernica,—,ilfov,1
Staer 7,primaverii,otopeni,—,ilfov,1
Staer 7,primaverii,periș,—,ilfov,1
Staer 7,primaverii,tunari,—,ilfov,1
Staer 7,principala,bradulesti,—,ilfov,1
Staer 7,principala,domnești,—,ilfov,1
Staer 7,principala,ganeasa-sat cozieni,—,ilfov,1
Staer 7,principala,snagov,—,ilfov,1
Staer 7,principala,voluntari–pipera,—,ilfov,1
Staer 7,principala,ștefăneștii de jos,—,ilfov,1
Staer 7,principatele unite 25-27,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,prisaca doamnei,sector 3,sector 3,bucurești,1
Staer 7,privighetorilor,zona/baneasa,—,ilfov,1
Staer 7,privitului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,prl ferentari,sector 5,sector 5,bucurești,1
Staer 7,prl ghencea,bucurești,—,ilfov,1
Staer 7,prl ghencea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,prl.ghencea,bragadiru,—,ilfov,1
Staer 7,procopie dumitrescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,profesor constantin georgian,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,profesor ioan dorobantu,periș,—,ilfov,1
Staer 7,profesor ion bogdan,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,prometeu,sector 1,sector 1,bucurești,2
Staer 7,prudentei,sector 2,sector 2,bucurești,1
Staer 7,pta natiunile unite,sector 4,sector 4,bucurești,1
Staer 7,puiandrului,sector 2,sector 2,bucurești,2
Staer 7,puietilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,puietilor,sector 2,sector 2,bucurești,1
Staer 7,putul cu tei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,putul lui zamfir,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,putul zamfir,sector 1,sector 1,bucurești,1
Staer 7,quartier azuga / strada azuga,sector 2,sector 2,bucurești,1
Staer 7,raditei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,radovanu,sector 2,sector 2,bucurești,24
Staer 7,radoveanu,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,radoveanu,sector 2,sector 2,bucurești,1
Staer 7,radu calonfirescu,sector 3,sector 3,bucurești,1
Staer 7,radu de la afumati,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,radu gheorghe,sector 3,sector 3,bucurești,1
Staer 7,radu voda,sector 4,sector 4,bucurești,1
Staer 7,radului,sector 4,sector 4,bucurești,1
Staer 7,rahovei,bragadiru,—,ilfov,1
Staer 7,rallet dimitrie,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,ramasagului,sector 4,sector 4,bucurești,1
Staer 7,ramnicu valcea,sector 3,sector 3,bucurești,8
Staer 7,ramnicu vilcea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,ramnicu vilcea,sector 3,sector 3,bucurești,1
Staer 7,ramuri tei,sector 2,sector 2,bucurești,1
Staer 7,randunicii,tunari,—,ilfov,3
Staer 7,raristei,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,rasaritului,glina,—,ilfov,1
Staer 7,rasaritului,sector 6,sector 6,bucurești,2
Staer 7,rascaoala 1907,sector 2,sector 2,bucurești,1
Staer 7,rascoala 1907,sector 2,sector 2,bucurești,17
Staer 7,rascoala di 1907,sector 2,sector 2,bucurești,1
Staer 7,rascoalei,pantelimon,—,ilfov,3
Staer 7,rascoalei 1907,sector 2,sector 2,bucurești,1
Staer 7,rascola din 1907,sector 2,sector 2,bucurești,2
Staer 7,raspantiilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,raul colentina,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,raului,balotești,—,ilfov,1
Staer 7,rauseni,sector 2,sector 2,bucurești,2
Staer 7,razboieni,snagov,—,ilfov,1
Staer 7,razorului,chiajna–roșu–dudu,—,ilfov,1
Staer 7,reactorului,sector 2,sector 2,bucurești,1
Staer 7,rebreanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,recoltei,chitila,—,ilfov,1
Staer 7,recrutului,sector 5,sector 5,bucurești,1
Staer 7,refrenului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,refrenului,sector 2,sector 2,bucurești,1
Staer 7,remus,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,renului,sector 2,sector 2,bucurești,3
Staer 7,republicii,dragomirești,—,ilfov,1
Staer 7,retezatului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,revolutia 1848,sector 2,sector 2,bucurești,1
Staer 7,rezervelor,bucurești,—,ilfov,1
Staer 7,rezervelor,chiajna–roșu–dudu,—,ilfov,5
Staer 7,rezervelor,sector 6,sector 6,bucurești,9
Staer 7,rezonantei,sector 4,sector 4,bucurești,1
Staer 7,rimnicu valcea,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,ripiceni,sector 2,sector 2,bucurești,20
Staer 7,ripicieni,sector 2,sector 2,bucurești,1
Staer 7,ritmului,sector 2,sector 2,bucurești,7
Staer 7,robanesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rocadei,sector 1,sector 1,bucurești,1
Staer 7,rodica,voluntari–pipera,—,ilfov,1
Staer 7,rodovanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rodul pamantului,sector 3,sector 3,bucurești,1
Staer 7,roman,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,romanitei,"sitaru , sat gradistea",—,ilfov,1
Staer 7,romniceanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,ropotului,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 7,rovinari,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rovine,ganeasa sat ganeasa,—,ilfov,1
Staer 7,rovine,sector 2,sector 2,bucurești,2
Staer 7,roz marin,gradistea,—,ilfov,1
Staer 7,roza luxembourg,voluntari–pipera,—,ilfov,1
Staer 7,roza luxemburg,voluntari–pipera,—,ilfov,2
Staer 7,roza luxumburg,voluntari–pipera,—,ilfov,1
Staer 7,rozelor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rozelor,dragomirești,—,ilfov,1
Staer 7,rozelor,glina,—,ilfov,1
Staer 7,rozelor,gradistea,—,ilfov,1
Staer 7,rozelor,petrachioaia,—,ilfov,1
Staer 7,rozelor,voluntari–pipera,—,ilfov,2
Staer 7,rozelor,ștefăneștii de jos,—,ilfov,1
Staer 7,rusanesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rusanesti,sector 3,sector 3,bucurești,1
Staer 7,ruschita,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,rusetu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sabinelor,sector 5,sector 5,bucurești,1
Staer 7,sacele,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sachelaria,sector 2,sector 2,bucurești,1
Staer 7,sachelarie visarion,sector 2,sector 2,bucurești,3
Staer 7,sachilarie visaliu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sadului,sector 3,sector 3,bucurești,1
Staer 7,saidac gheorghe lt,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,salaj,pantelimon,—,ilfov,1
Staer 7,salaj,sector 5,sector 5,bucurești,3
Staer 7,salciei,domnești,—,ilfov,1
Staer 7,salciei,voluntari–pipera,—,ilfov,1
Staer 7,salciilor,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,samoila dumitru,sector 4,sector 4,bucurești,1
Staer 7,samuila dumitru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sandi enache,sector 2,sector 2,bucurești,1
Staer 7,sandu enache,sector 2,sector 2,bucurești,4
Staer 7,sapte drumuri,sector 3,sector 3,bucurești,2
Staer 7,sarafinesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat borodesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat cioficeni,snagov,—,ilfov,1
Staer 7,sat dorobantu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat manolache,glina,—,ilfov,2
Staer 7,sat micsunesti,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,"sat ostratu-cart. paradisul verde,strzambilei",bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat puchenii mojneni/str satul nou,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat samurcasi cart austrian villige,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sat teodoreanu,clinceni,—,ilfov,1
Staer 7,sat tirnava,voluntari–pipera,—,ilfov,1
Staer 7,sat.moara domneasca,ganeasa,—,ilfov,1
Staer 7,savinesti,sector 4,sector 4,bucurești,1
Staer 7,scaetilor,sector 2,sector 2,bucurești,1
Staer 7,scaietilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,schitului,sector 3,sector 3,bucurești,2
Staer 7,scolii,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 7,scolii,buftea,—,ilfov,1
Staer 7,scortan ioan,sector 2,sector 2,bucurești,1
Staer 7,seaua berceni,sector 4,sector 4,bucurești,1
Staer 7,sebe nicolae,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sebeseana,sector 3,sector 3,bucurești,1
Staer 7,sechelariu visarion,sector 2,sector 2,bucurești,1
Staer 7,sect 1,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sect 3,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sector 2,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sector 3,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sector 4,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sector 5,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sector5,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,secuilor,sector 4,sector 4,bucurești,3
Staer 7,semanatorului,sector 5,sector 5,bucurești,1
Staer 7,semenic,sector 4,sector 4,bucurești,3
Staer 7,semnalului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,serban ion,voluntari–pipera,—,ilfov,2
Staer 7,serbeta,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,serbota,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 7,serbota,sector 5,sector 5,bucurești,1
Staer 7,serelor,berceni (ilfov),—,ilfov,1
Staer 7,serg cutieru alexandru,sector 6,sector 6,bucurești,1
Staer 7,serg ion pantaru,sector 2,sector 2,bucurești,1
Staer 7,serg pene dumitru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,serg sorescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,serg.petrache florea,sector 3,sector 3,bucurești,1
Staer 7,serg.serbanica vasile,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent cara anghel,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent ghe dinca,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent latea gheorghe,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent nastase pamfil,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent nastase pamfir,sector 2,sector 2,bucurești,1
Staer 7,sergent nutu ioan,sector 5,sector 5,bucurești,1
Staer 7,sergent pene dumitru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sergent petrache florea,sector 3,sector 3,bucurești,2
Staer 7,sergent vasile topriceanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,serii,sector 2,sector 2,bucurești,3
Staer 7,sf apostoli,popești-leordeni,—,ilfov,1
Staer 7,sf niceta,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sfanta agnes,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sfantul dumitru,afumați,—,ilfov,1
Staer 7,sg george iorga,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sg gheorghe donici,sector 5,sector 5,bucurești,1
Staer 7,sg maj cara anghel,sector 6,sector 6,bucurești,1
Staer 7,sg maj dumitru samoila,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sg maj marin bonea,sector 3,sector 3,bucurești,1
Staer 7,sg maj simion busuiioc,sector 2,sector 2,bucurești,1
Staer 7,sg maj simion busuioc,sector 2,sector 2,bucurești,2
Staer 7,sg pironasu ion,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sg tache gheorghe,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sg turturica,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sg. ilie petre,chiajna–roșu–dudu,—,ilfov,1
Staer 7,sg. ion iriceanu,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,sg.mai.ion,sector 5,sector 5,bucurești,1
Staer 7,sgt maj simion busuioc,sector 2,sector 2,bucurești,1
Staer 7,sgt petrescu vasile,sector 2,sector 2,bucurești,1
Staer 7,sighet,sector 2,sector 2,bucurești,5
Staer 7,sighisoara,sector 2,sector 2,bucurești,1
Staer 7,sighisoara,ștefăneștii de jos,—,ilfov,1
Staer 7,sihlea,voluntari–pipera,—,ilfov,3
Staer 7,silozului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,silvestru,sector 2,sector 2,bucurești,2
Staer 7,silvia,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,silvia,sector 2,sector 2,bucurești,2
Staer 7,simeria 31,sector 1,sector 1,bucurești,1
Staer 7,simetriei,sector 2,sector 2,bucurești,6
Staer 7,simigiului,sector 4,sector 4,bucurești,1
Staer 7,simion busuioc,sector 2,sector 2,bucurești,8
Staer 7,simion mehedinti,sector 6,sector 6,bucurești,1
Staer 7,sinaia,pantelimon,—,ilfov,1
Staer 7,sinaia,sector 2,sector 2,bucurești,6
Staer 7,sinca,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 7,sincai,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sinesti,petrechioaia - sat maineasca,—,ilfov,1
Staer 7,sion ion,voluntari–pipera,—,ilfov,1
Staer 7,siret,voluntari–pipera,—,ilfov,4
Staer 7,siruilui,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,slaiul unirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,slaiul unirii,sector 3,sector 3,bucurești,1
Staer 7,sld. ctin istrati,sector 5,sector 5,bucurești,1
Staer 7,sld. stelian tomovici,sector 2,sector 2,bucurești,1
Staer 7,sld.stelian n mihale,sector 3,sector 3,bucurești,1
Staer 7,slovei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,slt cristescu dima,sector 2,sector 2,bucurești,2
Staer 7,slt stanescu gheorghe,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,slt stanescu gheorghe,sector 2,sector 2,bucurești,1
Staer 7,slt.dragos maldinovici,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,smaraldului,bragadiru,—,ilfov,3
Staer 7,smaraldului,bucurești neatribuit,bucurești neatribuit,bucurești,5
Staer 7,smaranda braescu,sector 1,sector 1,bucurești,7
Staer 7,smaranda braiescu,sector 1,sector 1,bucurești,2
Staer 7,smarandului,bragadiru,—,ilfov,1
Staer 7,smardan,bragadiru,—,ilfov,4
Staer 7,smardan,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,smardan,sector 2,sector 2,bucurești,1
Staer 7,smardanului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,smeurei,sector 2,sector 2,bucurești,1
Staer 7,snagov,voluntari–pipera,—,ilfov,1
Staer 7,soarelui,ștefăneștii de jos,—,ilfov,1
Staer 7,soceni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sofia,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soimusi,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,solarilor,clinceni,—,ilfov,1
Staer 7,sold bira savu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sold croitoru vasile,sector 5,sector 5,bucurești,1
Staer 7,sold petre tina,sector 3,sector 3,bucurești,1
Staer 7,sold zambila ionita,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,sold. ilie mihail,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,sold. stelian mihale,sector 3,sector 3,bucurești,1
Staer 7,sold.iosif ion,sector 3,sector 3,bucurești,1
Staer 7,sold.stelian tomovici,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldanului,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 7,soldanului,sector 4,sector 4,bucurești,1
Staer 7,soldat condu stelian,dobroești,—,ilfov,1
Staer 7,soldat ghita serban,sector 3,sector 3,bucurești,1
Staer 7,soldat ionel petre,brănești,—,ilfov,1
Staer 7,soldat iosif ion,sector 3,sector 3,bucurești,1
Staer 7,soldat lazar florea,sector 2,sector 2,bucurești,1
Staer 7,soldat modoran ene,sector 5,sector 5,bucurești,1
Staer 7,soldat n.sebe,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat nicolae sebe,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,soldat nicolae sebea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat niculae sebe,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat nita ene,sector 2,sector 2,bucurești,1
Staer 7,soldat petre dumitru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat savu bara,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat spiridon matei,sector 3,sector 3,bucurești,1
Staer 7,soldat tina petre,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,soldat tina petre,sector 3,sector 3,bucurești,1
Staer 7,soldat zambila ionita,sector 2,sector 2,bucurești,2
Staer 7,solstitiului,popești-leordeni,—,ilfov,1
Staer 7,somesul rece,sector 1,sector 1,bucurești,1
Staer 7,sondei,periș,—,ilfov,1
Staer 7,sontuzului,sector 2,sector 2,bucurești,1
Staer 7,spaiul unirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,spaiul unirii,popești-leordeni,—,ilfov,1
Staer 7,spaiul unirii,sector 4,sector 4,bucurești,1
Staer 7,spaiul unirii,sector 6,sector 6,bucurești,1
Staer 7,spaliul unirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,spania,ștefăneștii de jos,—,ilfov,1
Staer 7,spatar gargon,sector 2,sector 2,bucurești,1
Staer 7,spatar minescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,spataru gorgan,sector 2,sector 2,bucurești,5
Staer 7,spataru mihai,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,spataru preda,sector 5,sector 5,bucurești,2
Staer 7,spatarul mihai,sector 2,sector 2,bucurești,4
Staer 7,spatiului,sector 5,sector 5,bucurești,1
Staer 7,sperantei,popești-leordeni,—,ilfov,4
Staer 7,spicului,dobroești,—,ilfov,1
Staer 7,spicului,sector 2,sector 2,bucurești,1
Staer 7,spinis,sector 4,sector 4,bucurești,2
Staer 7,spinului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,spiridon matei,sector 3,sector 3,bucurești,1
Staer 7,spiru haret,sector 1,sector 1,bucurești,1
Staer 7,splaiul aiul uniri,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 7,splaiul aiul unirii,bucurești neatribuit,bucurești neatribuit,bucurești,14
Staer 7,splaiul aiul unirii,confort city,—,ilfov,1
Staer 7,splaiul aiul unirii,popești-leordeni,—,ilfov,2
Staer 7,splaiul aiul unirii,sector 3,sector 3,bucurești,6
Staer 7,splaiul aiul unirii,sector 4,sector 4,bucurești,3
Staer 7,splaiul aiul unirii,sector 6,sector 6,bucurești,1
Staer 7,splaiul independenței,bucurești neatribuit,bucurești neatribuit,bucurești,6
Staer 7,splaiul independenței,sector 3,sector 3,bucurești,1
Staer 7,splaiul independenței,sector 5,sector 5,bucurești,1
Staer 7,splaiul independenței,sector 6,sector 6,bucurești,2
Staer 7,splaiul unirii,popești-leordeni,—,ilfov,16
Staer 7,sportului,dascălu,—,ilfov,1
Staer 7,sptar minescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,srg ilie petre,chiajna–roșu–dudu,—,ilfov,1
Staer 7,srg petrache florea,sector 3,sector 3,bucurești,2
Staer 7,srh.petre antonescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,stadionului,ghermănești,—,ilfov,1
Staer 7,staminelor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,stan serban bogdan,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,stanjeneilor,sector 4,sector 4,bucurești,3
Staer 7,stavilarului,sector 2,sector 2,bucurești,2
Staer 7,steaua rosie,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 7,stefan cel mare,afumați,—,ilfov,5
Staer 7,stefan cel mare,bucurești neatribuit,bucurești neatribuit,bucurești,20
Staer 7,stefan cel mare,ganeasa,—,ilfov,2
Staer 7,stefan cel mare,ganeasa sat ganeasa,—,ilfov,2
